,time_1,time_2,time_3
1,0.035111188888549805,15.915759801864624,0.00527644157409668
2,0.02287125587463379,16.42660617828369,0.004637718200683594
3,0.021450519561767578,17.177436113357544,0.004636526107788086
4,0.021150827407836914,17.746994733810425,0.004487276077270508
5,0.020857572555541992,17.633383989334106,0.0045664310455322266
6,0.02122664451599121,18.06120777130127,0.004033088684082031
7,0.0208437442779541,17.787075519561768,0.003956794738769531
8,0.02083444595336914,17.771057605743408,0.004042148590087891
9,0.021208763122558594,17.887356281280518,0.0037751197814941406
10,0.020975112915039062,17.697174549102783,0.003826618194580078
11,0.020835161209106445,17.665189266204834,0.0037603378295898438
12,0.026664257049560547,17.69538450241089,0.004157066345214844
13,0.022057056427001953,17.62698769569397,0.0037505626678466797
14,0.02103877067565918,17.616637706756592,0.003694772720336914
15,0.02100396156311035,17.613274097442627,0.0036067962646484375
16,0.02119588851928711,17.808917999267578,0.003681182861328125
17,0.021589994430541992,17.593491315841675,0.003696441650390625
18,0.025100231170654297,17.6322660446167,0.003619670867919922
19,0.022446632385253906,17.550092220306396,0.003668069839477539
20,0.021484851837158203,17.845459461212158,0.003715038299560547
21,0.02105998992919922,17.81755304336548,0.0036792755126953125
22,0.025344133377075195,18.205864667892456,0.003671407699584961
23,0.02187490463256836,17.925901889801025,0.003851175308227539
24,0.02489161491394043,17.476584911346436,0.0038595199584960938
25,0.0247194766998291,17.88212752342224,0.0037479400634765625
26,0.02503490447998047,17.57548475265503,0.0036764144897460938
27,0.026055335998535156,17.60327458381653,0.0036783218383789062
28,0.026766300201416016,17.947125911712646,0.003660440444946289
29,0.023617982864379883,17.749282360076904,0.003593921661376953
30,0.02089524269104004,17.75593066215515,0.003584623336791992
31,0.020943641662597656,17.688217401504517,0.0036873817443847656
32,0.020828962326049805,17.728384017944336,0.0036644935607910156
33,0.021318674087524414,17.719443559646606,0.0036737918853759766
34,0.02264714241027832,17.817424535751343,0.003648042678833008
35,0.024314403533935547,17.803689002990723,0.0037643909454345703
36,0.024745464324951172,17.87580704689026,0.00393223762512207
37,0.022647619247436523,17.85403800010681,0.0038661956787109375
38,0.02235555648803711,17.68679118156433,0.003774881362915039
39,0.026195526123046875,17.75384259223938,0.0040967464447021484
40,0.025402307510375977,17.67927575111389,0.003771543502807617
41,0.02364802360534668,17.66198420524597,0.0036890506744384766
42,0.022083759307861328,17.178277254104614,0.003600597381591797
43,0.02321004867553711,17.796513080596924,0.0035877227783203125
44,0.023478984832763672,17.652616262435913,0.003618955612182617
45,0.024456024169921875,17.645846605300903,0.0036122798919677734
46,0.022408246994018555,17.738556146621704,0.0036072731018066406
47,0.02365708351135254,17.538063287734985,0.0036573410034179688
48,0.02318572998046875,17.528071403503418,0.0036330223083496094
49,0.024662017822265625,18.096599102020264,0.003562450408935547
50,0.022691011428833008,17.58911442756653,0.0036644935607910156
